
📻┃央视,#genre#
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$QQ群:884510250
凤凰资讯,http://113.64.145.204:8081/hls/36/index.m3u8$QQ群:884510250
凤凰中文,http://113.64.145.204:8081/hls/37/index.m3u8$QQ群:884510250
凤凰香港,http://113.64.145.204:8081/hls/38/index.m3u8$QQ群:884510250
凤凰资讯台,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd$QQ群:884510250
凤凰香港台,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn$QQ群:884510250
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn$QQ群:884510250
🇨🇳湾湾频道,#genre#
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8$QQ群:884510250
民视,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv002$QQ群:884510250
民视,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv655$QQ群:884510250
中视,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv040$QQ群:884510250
华视,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv041$QQ群:884510250
台视,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv066$QQ群:884510250
寰宇,http://23.224.49.18:8877/4gtv.php?id=litv-longturn15$QQ群:884510250
TVBS,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv073$QQ群:884510250
中天新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv009$QQ群:884510250
东森新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv652$QQ群:884510250
TVBS新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv072$QQ群:884510250
寰宇新闻,http://23.224.49.18:8877/4gtv.php?id=litv-longturn14$QQ群:884510250
非凡新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv010$QQ群:884510250
闽镜新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv075$QQ群:884510250
民视新闻,http://23.224.49.18:8877/4gtv.php?id=litv-ftv13$QQ群:884510250
中视新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv074$QQ群:884510250
华视新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv052$QQ群:884510250
台视新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv051$QQ群:884510250
民视台湾,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv001$QQ群:884510250
民视台湾,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv656$QQ群:884510250
民视第一,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv003$QQ群:884510250
中天新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv009$QQ群:884510250
东森新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv652$QQ群:884510250
TVBS新闻,http://23.224.49.18:8877/4gtv.php?id=4gtv-4gtv072$QQ群:884510250
寰宇新闻,http://23.224.49.18:8877/4gtv.php?id=litv-longturn14$QQ群:884510250
民视新闻,http://23.224.49.18:8877/4gtv.php?id=litv-ftv13$QQ群:884510250
三立新闻,http://211.72.65.236:8543/.m3u8$QQ群:884510250
中天新聞HD,http://etv.xhgvip.top/twjd.php?id=live1015$QQ群:884510250
民視新聞,http://etv.xhgvip.top/twjd.php?id=live1204$QQ群:884510250
三立新聞HD,http://etv.xhgvip.top/twjd.php?id=live1016$QQ群:884510250
非凡新聞,http://etv.xhgvip.top/twjd.php?id=live1013$QQ群:884510250
民視第一,http://37.27.111.214:8080/live/4/hls.m3u8$QQ群:884510250
民視台灣,http://37.27.111.214:8080/live/5/hls.m3u8$QQ群:884510250
东森新闻,http://211.72.65.236:8540/.m3u8$QQ群:884510250
民视,http://211.72.65.236:8504/.m3u8$QQ群:884510250
寰宇新聞,http://etv.xhgvip.top/twjd.php?id=live1222$QQ群:884510250
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193$QQ群:884510250
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8$QQ群:884510250
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8$QQ群:884510250
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8$QQ群:884510250
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8$QQ群:884510250
📽咪咕直播,#genre#
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8$QQ群:884510250
郑铁频道,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8$QQ群:884510250
📡咪咕频道,#genre#
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1$QQ群:884510250
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2$QQ群:884510250
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3$QQ群:884510250
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4$QQ群:884510250
CCTV4美洲,http://tvbox6.icu/tv/migu.php?id=cctv4a$QQ群:884510250
CCTV4欧洲,http://tvbox6.icu/tv/migu.php?id=cctv4o$QQ群:884510250
CCTV5,http://tvbox6.icu/tv/migu.php?id=cctv5$QQ群:884510250
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p$QQ群:884510250
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6$QQ群:884510250
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7$QQ群:884510250
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8$QQ群:884510250
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9$QQ群:884510250
CCTV10,http://tvbox6.icu/tv/migu.php?id=cctv10$QQ群:884510250
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11$QQ群:884510250
CCTV12,http://tvbox6.icu/tv/migu.php?id=cctv12$QQ群:884510250
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13$QQ群:884510250
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14$QQ群:884510250
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15$QQ群:884510250
CCTV17,http://tvbox6.icu/tv/migu.php?id=cctv17$QQ群:884510250
CCTV发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl$QQ群:884510250
CCTV老故事,http://tvbox6.icu/tv/migu.php?id=lgs$QQ群:884510250
CCTV中学生,http://tvbox6.icu/tv/migu.php?id=zxs$QQ群:884510250
CGTN,http://tvbox6.icu/tv/migu.php?id=cgtn$QQ群:884510250
CGTN纪录,http://tvbox6.icu/tv/migu.php?id=cgtnjl$QQ群:884510250
CCTV西班牙语,http://tvbox6.icu/tv/migu.php?id=cgtne$QQ群:884510250
CCTV法语,http://tvbox6.icu/tv/migu.php?id=cgtnf$QQ群:884510250
CCTV阿拉伯语,http://tvbox6.icu/tv/migu.php?id=cgtna$QQ群:884510250
CCTV俄语,http://tvbox6.icu/tv/migu.php?id=cgtnr$QQ群:884510250
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws$QQ群:884510250
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws$QQ群:884510250
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws$QQ群:884510250
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws$QQ群:884510250
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws$QQ群:884510250
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws$QQ群:884510250
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws$QQ群:884510250
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws$QQ群:884510250
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws$QQ群:884510250
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws$QQ群:884510250
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws$QQ群:884510250
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws$QQ群:884510250
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws$QQ群:884510250
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws$QQ群:884510250
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws$QQ群:884510250
东南卫视x,http://tvbox6.icu/tv/migu.php?id=dnws$QQ群:884510250
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws$QQ群:884510250
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws$QQ群:884510250
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws$QQ群:884510250
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws$QQ群:884510250
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws$QQ群:884510250
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws$QQ群:884510250
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws$QQ群:884510250
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws$QQ群:884510250
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws$QQ群:884510250
四海钓鱼,http://tvbox6.icu/tv/migu.php?id=shdy$QQ群:884510250
CHC动作电影,http://tvbox6.icu/tv/migu.php?id=chcdzdy$QQ群:884510250
CHC家庭影院,http://tvbox6.icu/tv/migu.php?id=chcjtdy$QQ群:884510250
东方影视,http://tvbox6.icu/tv/migu.php?id=dfys$QQ群:884510250
上海新闻综合,http://tvbox6.icu/tv/migu.php?id=shxwzh$QQ群:884510250
上海第一财经,http://tvbox6.icu/tv/migu.php?id=dycj$QQ群:884510250
上视纪实人文,http://tvbox6.icu/tv/migu.php?id=shjsrw$QQ群:884510250
上海外语,http://tvbox6.icu/tv/migu.php?id=shics$QQ群:884510250
法治天地,http://tvbox6.icu/tv/migu.php?id=fztd$QQ群:884510250
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty$QQ群:884510250
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq$QQ群:884510250
乐游,http://tvbox6.icu/tv/migu.php?id=ly$QQ群:884510250
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc$QQ群:884510250
七彩戏剧,http://tvbox6.icu/tv/migu.php?id=qcxj$QQ群:884510250
游戏风云,http://tvbox6.icu/tv/migu.php?id=yxfy$QQ群:884510250
临洮电视台,http://tvbox6.icu/tv/migu.php?id=lttv$QQ群:884510250
江苏城市,http://tvbox6.icu/tv/migu.php?id=jscs$QQ群:884510250
江苏综艺,http://tvbox6.icu/tv/migu.php?id=jszy$QQ群:884510250
江苏影视,http://tvbox6.icu/tv/migu.php?id=jsys$QQ群:884510250
江苏公共新闻,http://tvbox6.icu/tv/migu.php?id=jsggxw$QQ群:884510250
江苏国际,http://tvbox6.icu/tv/migu.php?id=jsgj$QQ群:884510250
江苏教育,http://tvbox6.icu/tv/migu.php?id=jsjy$QQ群:884510250
江苏体育休闲,http://tvbox6.icu/tv/migu.php?id=jstyxx$QQ群:884510250
优漫卡通,http://tvbox6.icu/tv/migu.php?id=ymkt$QQ群:884510250
南京新闻综合,http://tvbox6.icu/tv/migu.php?id=njxwzh$QQ群:884510250
南京教科,http://tvbox6.icu/tv/migu.php?id=njkj$QQ群:884510250
南京十八,http://tvbox6.icu/tv/migu.php?id=njsb$QQ群:884510250
淮安新闻综合,http://tvbox6.icu/tv/migu.php?id=haxwzh$QQ群:884510250
连云港新闻综合,http://tvbox6.icu/tv/migu.php?id=lygxwzh$QQ群:884510250
苏州新闻综合,http://tvbox6.icu/tv/migu.php?id=szxwzh$QQ群:884510250
泰州新闻综合,http://tvbox6.icu/tv/migu.php?id=tzxwzh$QQ群:884510250
宿迁新闻综合,http://tvbox6.icu/tv/migu.php?id=sqxwzh$QQ群:884510250
徐州新闻综合,http://tvbox6.icu/tv/migu.php?id=xzxwzh$QQ群:884510250
广东影视,http://tvbox6.icu/tv/migu.php?id=gdys$QQ群:884510250
高清大片,http://tvbox6.icu/tv/migu.php?id=gqdp$QQ群:884510250
经典深圳旁边电影,http://tvbox6.icu/tv/migu.php?id=jdxgdy$QQ群:884510250
军事迷必看大片,http://tvbox6.icu/tv/migu.php?id=jsdp$QQ群:884510250
历届春晚回顾,http://tvbox6.icu/tv/migu.php?id=ljcwhg$QQ群:884510250
咪咕24小时体育台,http://tvbox6.icu/tv/migu.php?id=mg24hty$QQ群:884510250
玫瑰轮播台,http://tvbox6.icu/tv/migu.php?id=mglbt$QQ群:884510250
欧洲足球风云,http://tvbox6.icu/tv/migu.php?id=ozzqfy$QQ群:884510250
全民乒乓,http://tvbox6.icu/tv/migu.php?id=qmpp$QQ群:884510250
热剧联播,http://tvbox6.icu/tv/migu.php?id=rjlb$QQ群:884510250
赛事最经典,http://tvbox6.icu/tv/migu.php?id=sszjd$QQ群:884510250
体坛名栏汇,http://tvbox6.icu/tv/migu.php?id=ttmlh$QQ群:884510250
新片放映厅,http://tvbox6.icu/tv/migu.php?id=xpfyt$QQ群:884510250
熊猫1,http://tvbox6.icu/tv/migu.php?id=xm1$QQ群:884510250
熊猫2,http://tvbox6.icu/tv/migu.php?id=xm2$QQ群:884510250
熊猫3,http://tvbox6.icu/tv/migu.php?id=xm3$QQ群:884510250
熊猫4,http://tvbox6.icu/tv/migu.php?id=xm4$QQ群:884510250
熊猫5,http://tvbox6.icu/tv/migu.php?id=xm5$QQ群:884510250
熊猫6,http://tvbox6.icu/tv/migu.php?id=xm6$QQ群:884510250
熊猫7,http://tvbox6.icu/tv/migu.php?id=xm7$QQ群:884510250
熊猫8,http://tvbox6.icu/tv/migu.php?id=xm8$QQ群:884510250
 $QQ群:884510250
